outcome,predictor,beta_coefficient,ci_lower,ci_upper,p_value,regression_type,p_gt_0.2
ICU Stay in 28 Days,P/C only.E,-0.642857142857149,-7.335649940351189,6.04993565463689,0.8423376604085766,linear,True
ICU Stay in 28 Days,Z-A only.E,4.1764705882352935,-4.170213452422233,12.52315462889282,0.30705377788108745,linear,True
ICU Stay in 28 Days,Neither Abx.E,-4.944444444444444,-14.88223398321691,4.9933450943280215,0.3097231900533339,linear,True
ICU Stay in 28 Days,P/C+Z-A.T,0.5789473684210522,-13.506511301171521,14.664406038013627,0.9321390475291325,linear,True
ICU Stay in 28 Days,P/C only.T,3.424242424242425,-2.5101753821184354,9.358660230603286,0.24108472181953286,linear,True
ICU Stay in 28 Days,Z-A only.T,-3.631578947368422,-17.604708503250684,10.341550608513842,0.5917532956310511,linear,True
ICU Stay in 28 Days,Neither Abx.T,-4.944444444444444,-14.88223398321691,4.9933450943280215,0.3097231900533339,linear,True
ICU Stay in 28 Days,Amikacin,0.5277777777777775,-4.5830281440540945,5.63858369960965,0.8306827114974337,linear,True
ICU Stay in 28 Days,Minocycline,0.1538461538461573,-5.867398925422293,6.175091233114607,0.9577816303309736,linear,True
ICU Stay in 28 Days,Trimethoprim/Sulfamethoxazole,-4.194444444444447,-8.871460754743136,0.4825718658542417,0.07580055927080677,linear,False
ICU Stay in 28 Days,Ampicillin Sulbactam,0.16666666666666674,-3.2439908627095395,3.5773241960428734,0.9193643109814089,linear,True
ICU Stay in 28 Days,Meropenem.T,-3.187500000000005,-10.699691371607441,4.324691371607432,0.3844533229033185,linear,True
ICU Stay in 28 Days,P/C-Sulbactam.T,-0.8596491228070159,-5.5364407393048785,3.8171424936908465,0.7038943718411358,linear,True
ICU Stay in 28 Days,Clinical Improvement,-3.183206106870231,-8.311831439335343,1.9454192255948817,0.20866774248690081,linear,True
ICU Stay in 28 Days,GW Stay in 28 Days,-0.2687385740402196,-0.7767357805586776,0.23925863247823842,0.28101260108445353,linear,True
ICU Stay in 28 Days,Total Hospital Stay,0.5392554367858458,0.21918255625046462,0.8593283173212269,0.0023413774269546417,linear,False
ICU Stay in 28 Days,Mortality in ICU,1.2666666666666662,-5.796530763308155,8.329864096641487,0.7107527617428114,linear,True
ICU Stay in 28 Days,Mortality in Hospital,-2.7222222222222214,-12.868029296586707,7.423584852142264,0.5799151227199881,linear,True
ICU Stay in 28 Days,Mortality post 28 Day Discharge,-3.8333333333333313,-13.890731896380945,6.2240652297142836,0.43371510203791475,linear,True
ICU Stay in 28 Days,Overall Mortality,-1.4242424242424296,-7.555731555495354,4.707246707010494,0.6314348122551553,linear,True
ICU Stay in 28 Days,Relapse post 28 Day Discharge,-6.019607843137256,-14.085515189256885,2.0462995029823725,0.13431041558430395,linear,False
ICU Stay in 28 Days,Other Illness Leading to Hospitalization post 28 Days Discharge,-3.2745098039215694,-11.719336695336708,5.170317087493569,0.42592601943260355,linear,True
Mortality in ICU,Patient ID,-0.00885706806890553,-0.034410350159387655,0.016696214021576596,0.49691829831221157,logistic,True
Mortality in ICU,Age,0.05307014231986178,-0.04028297809704694,0.14642326273677048,0.2651864080774825,logistic,True
Mortality in ICU,Male,0.5390035503225425,-1.517731985023209,2.595739085668294,0.6075017001646074,logistic,True
Mortality in ICU,Female,-0.53908350483174,-2.5958355680040324,1.5176685583405527,0.6074513080101382,logistic,True
Mortality in ICU,Height,-0.0956063674902359,-0.46210849638781093,0.2708957614073392,0.6091553350596303,logistic,True
Mortality in ICU,Weight,0.08051284281535748,-0.024918243393376185,0.18594392902409113,0.134462532991385,logistic,False
Mortality in ICU,NDM,0.693146857986674,-1.7469843514213441,3.1332780673946923,0.5776982984255535,logistic,True
Mortality in ICU,CKD,-14.283542048418528,-4007.9924664390423,3979.4253823422055,0.9944070092038336,logistic,True
Mortality in ICU,HTN,0.5390035503225422,-1.5177319850232083,2.595739085668293,0.6075017001646075,logistic,True
Mortality in ICU,DM,-0.9808289993366497,-3.4034055615030034,1.441747562829704,0.42746853660373996,logistic,True
Mortality in ICU,COPD,1.466336231657401,-0.8612028437624173,3.793875307077219,0.2169175902845789,logistic,True
Mortality in ICU,Hypothyroidism,-13.808415900473221,-2240.6530297073273,2213.0361979063805,0.9903031337189108,logistic,True
Mortality in ICU,HAP.CRO,0.00018214944675215864,-2.5300452915866076,2.5304095904801116,0.9998874212438187,logistic,True
Mortality in ICU,VAP.CRO,0.9808290392581493,-1.2104766931785564,3.1721347716948554,0.3803343498564393,logistic,True
Mortality in ICU,CAP.CRO,-14.402732362135886,-1677.0568506928962,1648.2513859686246,0.9864540251117436,logistic,True
Mortality in ICU,BSI.CRO,0.9808290392581492,-1.2104766931785567,3.172134771694855,0.3803343498564393,logistic,True
Mortality in ICU,Other.CRO,-11.764181413165945,-1187.726169274175,1164.197806447843,0.9843566862581202,logistic,True
Mortality in ICU,HAP.NCRO,-11.764181413166005,-1187.7261692742095,1164.1978064478776,0.9843566862581206,logistic,True
Mortality in ICU,Hospitalization in past 6 Months,1.2527614922815447,-1.1619382757891052,3.6674612603521943,0.30922874337524486,logistic,True
Mortality in ICU,CV Catheter in 6 Months,-0.6931715471805349,-3.1333046026135536,1.746961508252484,0.5776850352829277,logistic,True
Mortality in ICU,Urinary Catheter in 6 Months,4.867580577535592e-05,-2.065919854529488,2.066017206141039,0.9999631550815186,logistic,True
Mortality in ICU,Surgery in last 3 Months,-0.6931715471805352,-3.1333046026135545,1.7469615082524843,0.5776850352829276,logistic,True
Mortality in ICU,Past CREPA infection,0.485521172725894,-2.1636314538711536,3.1346737993229414,0.719437460547821,logistic,True
Mortality in ICU,Immunosuppressive drugs in 1 week,0.6062262681185134,-1.5176118622792942,2.7300643985163213,0.5758545141278335,logistic,True
Mortality in ICU,Inotropes,0.5390035503225422,-1.5177319850232092,2.595739085668294,0.6075017001646076,logistic,True
Mortality in ICU,Ventilation,5.2203587672084405e-06,-2.5302957288703722,2.5303061695879063,0.9999967736139975,logistic,True
Mortality in ICU,Overall organ support,5.2203587672084405e-06,-2.5302957288703722,2.5303061695879063,0.9999967736139975,logistic,True
Mortality in ICU,Neutropenia,-13.808415900472806,-2240.6530297068643,2213.0361979059185,0.9903031337189091,logistic,True
Mortality in ICU,TB,-11.764181413165945,-1187.726169274175,1164.197806447843,0.9843566862581202,logistic,True
Mortality in ICU,Any Viral Infection,0.8109322734135818,-1.2550479753693984,2.876912522196562,0.4417039058361941,logistic,True
Mortality in ICU,Any Fungal Infection,1.7917582764722717,-0.3995474355547326,3.983063988499276,0.1090234820409963,logistic,False
Mortality in ICU,Hemat Malignancy,-14.692785827050978,-2268.4959975529214,2239.1104258988194,0.989805533800127,logistic,True
Mortality in ICU,Solid Organ,0.37476185115940475,-2.0973638606351104,2.8468875629539196,0.7663743584837512,logistic,True
Mortality in ICU,APACHEII,0.1282508709868385,-0.0642657573635537,0.3207674993372307,0.19165790875597344,logistic,False
Mortality in ICU,SOFA,0.3631961884422062,-0.09245931235565297,0.8188516892400654,0.11822722338314187,logistic,False
Mortality in ICU,TLC,-0.6062255890213087,-2.7300866736058786,1.517635495563261,0.5758590672002959,logistic,True
Mortality in ICU,ANC,-1.252845074901416,-4.239087487251609,1.7333973374487774,0.41091683000074386,logistic,True
Mortality in ICU,Lympho,-16.86004366448898,-2857.1065510676567,2823.386463738679,0.9907171567884498,logistic,True
Mortality in ICU,Platelet,1.7869711641686824e-06,-2.0659805370094637,2.0659841109517925,0.9999986473697506,logistic,True
Mortality in ICU,Bil,1.7917582764722715,-0.3995474355547324,3.9830639884992753,0.10902348204099621,logistic,False
Mortality in ICU,SGPT,1.786971164010145e-06,-2.065980537009464,2.065984110951792,0.9999986473697507,logistic,True
Mortality in ICU,SGOT,0.5390035503225421,-1.517731985023209,2.595739085668293,0.6075017001646076,logistic,True
Mortality in ICU,Albumin,14.096821038743023,-2558.041235956282,2586.2348780337684,0.9914294890949193,logistic,True
Mortality in ICU,Total Protein,-0.6062255890213274,-2.7300866736058955,1.5176354955632405,0.5758590672002839,logistic,True
Mortality in ICU,Globulin,5.2203587663913315e-06,-2.5302957288703727,2.530306169587906,0.999996773613998,logistic,True
Mortality in ICU,ALP,0.8109322734135818,-1.2550479753693984,2.876912522196562,0.4417039058361941,logistic,True
Mortality in ICU,Creatinine,-0.6062255890213182,-2.7300866736058857,1.5176354955632494,0.5758590672002895,logistic,True
Mortality in ICU,Sodium,0.37476185115940513,-2.09736386063511,2.84688756295392,0.766374358483751,logistic,True
Mortality in ICU,Potassium,-0.3747824255577868,-2.8469434231670605,2.0973785720514866,0.7663651432781944,logistic,True
Mortality in ICU,Urea,1.791756345136821,-0.6308208577747043,4.214333548048346,0.14716894516498355,logistic,False
Mortality in ICU,Calcium,1.252761492281545,-1.1619382757891048,3.667461260352195,0.30922874337524464,logistic,True
Mortality in ICU,Magnesium,4.867580577525422e-05,-2.0659198545294886,2.0660172061410393,0.9999631550815187,logistic,True
Mortality in ICU,Procalcitonin,-13.808415900472736,-2240.653029706787,2213.036197905841,0.9903031337189088,logistic,True
Mortality in ICU,P/C+Z-A.E,14.844056309738853,-1677.8294882537928,1707.5176008732703,0.9862865680550692,logistic,True
Mortality in ICU,P/C only.E,-0.6931715471805346,-3.133304602613553,1.7469615082524839,0.5776850352829277,logistic,True
Mortality in ICU,Z-A only.E,2.2335829884209115,-0.4714285638732636,4.938594540715087,0.10558028218483721,logistic,False
Mortality in ICU,Neither Abx.E,-13.80841590047306,-2240.653029707147,2213.0361979062013,0.9903031337189101,logistic,True
Mortality in ICU,P/C+Z-A.T,-11.764181413165929,-1187.7261692741656,1164.1978064478337,0.9843566862581201,logistic,True
Mortality in ICU,P/C only.T,-0.27176828071763176,-2.328484442631136,1.7849478811958728,0.7956477867165639,logistic,True
Mortality in ICU,Z-A only.T,14.844056309734746,-1677.8294882537969,1707.5176008732662,0.986286568055073,logistic,True
